file	line	text
logo_audit_refs.json	895	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	900	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""Sıcak Daldırma Galvaniz ile Boya Kaplama Karşılaştırması: Yaşam Döngüsü Maliyeti (LCC) Analizi\"",\""datePublished\"":\""2026-06-25T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editörü\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/vorqa-blog/galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""Galvaniz ve boya kaplama seçiminde yaşam döngüsü maliyeti (LCC) karşılaştırması: ilk yatırım, yeniden kaplama sıklığı ve toplam sahip olma maliyeti.\""}"""
logo_audit_refs.json	905	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	910	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	915	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	920	"""text"": ""<img src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"" style=\""display:block;height:40px;width:auto\"">"""
logo_audit_refs.json	925	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	930	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	935	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	940	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""ISO 1461: Sıcak Daldırma Galvanizlemede Kaplama Kalınlığı ve Ömür\"",\""datePublished\"":\""2026-04-22T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editörü\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/vorqa-blog/iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""ISO 1461:2022 standardına göre sıcak daldırma galvanizlemede çinko kaplama kalınlıkları, yüzey hazırlığı ve 50+ yıl korozyon ömrü rehberi.\""}"""
logo_audit_refs.json	945	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	950	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	955	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	960	"""text"": ""<img src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"" style=\""display:block;height:40px;width:auto\"">"""
logo_audit_refs.json	965	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	970	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	975	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	980	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""Endüstriyel Ekipmanlarda Titreşim Analizi ve Şaft Hizalaması: Mekanik Montajın Gizli Maliyeti\"",\""datePublished\"":\""2026-06-11T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editörü\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/vorqa-blog/mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""ISO 10816/20816 titreşim şiddet sınıfları, lazer şaft hizalama toleransları ve öngörücü bakımın mekanik montaj projelerindeki toplam maliyet etkisi.\""}"""
logo_audit_refs.json	985	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	990	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	995	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1000	"""text"": ""<img src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"" style=\""display:block;height:40px;width:auto\"">"""
logo_audit_refs.json	1005	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1010	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1030	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1035	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1040	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1045	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""Mobil mi, Sabit mi? Proje Hacmi ve Süresine Göre ROI Analizi\"",\""datePublished\"":\""2026-02-14T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editörü\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/vorqa-blog/mobil-sabit-beton-santrali-roi-2026-02-14.html\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""Sabit ve mobil beton santrali karşılaştırması: teknik parametreler, TCO analizi ve 18 ay / 50.000 m³ eşiğine göre ROI rehberi. ERMCO 2024 verileri.\""}"""
logo_audit_refs.json	1050	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1055	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1060	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1065	"""text"": ""<img src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"" style=\""display:block;height:40px;width:auto\"">"""
logo_audit_refs.json	1070	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1080	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1085	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1090	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""Küresel Tedarik Zincirinde 2026 Kırılganlıkları ve Çeşitlendirme Stratejileri\"",\""datePublished\"":\""2026-03-05T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editörü\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/vorqa-blog/tedarik-zinciri-2026-kirilganliklari-2026-03-05.html\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""World Bank LPI 2023 ve McKinsey 2023 verilerine göre küresel tedarik zinciri kırılganlıkları, nearshoring trendleri ve çift onaylı tedarikçi modeli.\""}"""
logo_audit_refs.json	1095	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1100	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1105	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1110	"""text"": ""<img src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"" style=\""display:block;height:40px;width:auto\"">"""
logo_audit_refs.json	1115	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1120	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1125	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1130	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""Atıktan Enerjiye: WtE Teknolojileri ve Türkiye 2030 Hedefleri\"",\""datePublished\"":\""2026-04-08T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editörü\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/vorqa-blog/wte-atiktan-enerjiye-teknolojiler-2026-04-08.html\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""TÜİK 2024: Türkiye yıllık 32,3 milyon ton atık üretiyor. Moving grate WtE teknolojisi 500–650 kWh/ton üretiyor. 2030 Ulusal Atık Yönetimi Eylem Planı hedefleri.\""}"""
logo_audit_refs.json	1135	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1140	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1145	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1150	"""text"": ""<img src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"" style=\""display:block;height:40px;width:auto\"">"""
logo_audit_refs.json	1155	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1160	"""text"": ""<img src=\""../brand_assets/vorqa_amblem_transparent.png\"" alt=\""\"">"""
logo_audit_refs.json	1170	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1185	"""text"": ""<link rel=\""icon\"" href=\""/favicon.svg?v=2\"" type=\""image/svg+xml\"">"""
logo_audit_refs.json	1190	"""text"": ""<link rel=\""icon\"" href=\""/favicon-32.png?v=2\"" sizes=\""32x32\"">"""
logo_audit_refs.json	1195	"""text"": ""<link rel=\""apple-touch-icon\"" href=\""/apple-touch-icon.png?v=2\"">"""
logo_audit_refs.json	1200	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1205	"""text"": "".nav-logo-img{display:block;height:52px;width:auto}"""
logo_audit_refs.json	1225	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1230	"""text"": "".nav-logo:hover .nl-z{transform:translateX(-4px)}"""
logo_audit_refs.json	1235	"""text"": "".nav-logo:hover .nl-y{transform:translateY(-4px)}"""
logo_audit_refs.json	1240	"""text"": "".nav-logo:hover .nl-t{transform:translateX(4px)}"""
logo_audit_refs.json	1245	"""text"": ""<a href=\""/ar/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1250	"""text"": ""<img class=\""nav-logo-img logo-on-dark\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1255	"""text"": ""<img class=\""nav-logo-img logo-on-light\"" src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1260	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1270	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1285	"""text"": ""<link rel=\""icon\"" href=\""/favicon.svg?v=2\"" type=\""image/svg+xml\"">"""
logo_audit_refs.json	1290	"""text"": ""<link rel=\""icon\"" href=\""/favicon-32.png?v=2\"" sizes=\""32x32\"">"""
logo_audit_refs.json	1295	"""text"": ""<link rel=\""apple-touch-icon\"" href=\""/apple-touch-icon.png?v=2\"">"""
logo_audit_refs.json	1300	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1305	"""text"": "".nav-logo-img{display:block;height:52px;width:auto}"""
logo_audit_refs.json	1310	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1315	"""text"": "".nav-logo:hover .nl-z{transform:translateX(-4px)}"""
logo_audit_refs.json	1320	"""text"": "".nav-logo:hover .nl-y{transform:translateY(-4px)}"""
logo_audit_refs.json	1325	"""text"": "".nav-logo:hover .nl-t{transform:translateX(4px)}"""
logo_audit_refs.json	1330	"""text"": "".nav-logo{animation:logo-in .8s .9s both}"""
logo_audit_refs.json	1335	"""text"": ""<a href=\""/ar/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1340	"""text"": ""<img class=\""nav-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1345	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1350	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1355	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1360	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""كيف تُحسب طاقة محطة الخرسانة بشكل صحيح؟ منهجية خطوة بخطوة\"",\""datePublished\"":\""2026-05-10T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""محررة الذكاء الاصطناعي لدى Vorqa Global\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/ar/academy/beton-santrali-kapasite-hesaplama-2026-05-10/\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""حساب طاقة محطة الخرسانة باستخدام المعادلة Q = P / (T × η × f). معيار Vorqa η=0.82، عوامل تصحيح المناخ والارتفاع. بالرجوع إلى ACI 304R-00.\""}"""
logo_audit_refs.json	1365	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1370	"""text"": ""<a href=\""/ar/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1375	"""text"": ""<img src=\""/brand_assets/vorqa_amblem_white.png\"" alt=\""\"" width=\""20\"" height=\""20\"" style=\""display:block;flex-shrink:0\"">"""
logo_audit_refs.json	1380	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1395	"""text"": ""<link rel=\""icon\"" href=\""/favicon.svg?v=2\"" type=\""image/svg+xml\"">"""
logo_audit_refs.json	1400	"""text"": ""<link rel=\""icon\"" href=\""/favicon-32.png?v=2\"" sizes=\""32x32\"">"""
logo_audit_refs.json	1405	"""text"": ""<link rel=\""apple-touch-icon\"" href=\""/apple-touch-icon.png?v=2\"">"""
logo_audit_refs.json	1410	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1415	"""text"": "".nav-logo-img{display:block;height:52px;width:auto}"""
logo_audit_refs.json	1435	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1440	"""text"": "".nav-logo:hover .nl-z{transform:translateX(-4px)}"""
logo_audit_refs.json	1445	"""text"": "".nav-logo:hover .nl-y{transform:translateY(-4px)}"""
logo_audit_refs.json	1450	"""text"": "".nav-logo:hover .nl-t{transform:translateX(4px)}"""
logo_audit_refs.json	1455	"""text"": ""<a href=\""/en/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1460	"""text"": ""<img class=\""nav-logo-img logo-on-dark\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1465	"""text"": ""<img class=\""nav-logo-img logo-on-light\"" src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1470	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1480	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1495	"""text"": ""<link rel=\""icon\"" href=\""/favicon.svg?v=2\"" type=\""image/svg+xml\"">"""
logo_audit_refs.json	1500	"""text"": ""<link rel=\""icon\"" href=\""/favicon-32.png?v=2\"" sizes=\""32x32\"">"""
logo_audit_refs.json	1505	"""text"": ""<link rel=\""apple-touch-icon\"" href=\""/apple-touch-icon.png?v=2\"">"""
logo_audit_refs.json	1510	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1515	"""text"": "".nav-logo-img{display:block;height:52px;width:auto}"""
logo_audit_refs.json	1520	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1525	"""text"": "".nav-logo:hover .nl-z{transform:translateX(-4px)}"""
logo_audit_refs.json	1530	"""text"": "".nav-logo:hover .nl-y{transform:translateY(-4px)}"""
logo_audit_refs.json	1535	"""text"": "".nav-logo:hover .nl-t{transform:translateX(4px)}"""
logo_audit_refs.json	1540	"""text"": "".nav-logo{animation:logo-in .8s .9s both}"""
logo_audit_refs.json	1545	"""text"": ""<a href=\""/en/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1550	"""text"": ""<img class=\""nav-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1555	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1560	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1565	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1570	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""How to Correctly Calculate Concrete Plant Capacity: A Step-by-Step Methodology\"",\""datePublished\"":\""2026-05-10T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editor\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/en/academy/beton-santrali-kapasite-hesaplama-2026-05-10/\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""Calculate concrete batching plant capacity using Q = P / (T × η × f). Vorqa standard η=0.82, climate and altitude correction factors. Referenced to ACI 304R-00.\""}"""
logo_audit_refs.json	1575	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1580	"""text"": ""<a href=\""/en/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1585	"""text"": ""<img src=\""/brand_assets/vorqa_amblem_white.png\"" alt=\""\"" width=\""20\"" height=\""20\"" style=\""display:block;flex-shrink:0\"">"""
logo_audit_refs.json	1590	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1605	"""text"": ""<link rel=\""icon\"" href=\""/favicon.svg?v=2\"" type=\""image/svg+xml\"">"""
logo_audit_refs.json	1610	"""text"": ""<link rel=\""icon\"" href=\""/favicon-32.png?v=2\"" sizes=\""32x32\"">"""
logo_audit_refs.json	1615	"""text"": ""<link rel=\""apple-touch-icon\"" href=\""/apple-touch-icon.png?v=2\"">"""
logo_audit_refs.json	1620	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1625	"""text"": "".nav-logo-img{display:block;height:52px;width:auto}"""
logo_audit_refs.json	1645	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1650	"""text"": "".nav-logo:hover .nl-z{transform:translateX(-4px)}"""
logo_audit_refs.json	1655	"""text"": "".nav-logo:hover .nl-y{transform:translateY(-4px)}"""
logo_audit_refs.json	1660	"""text"": "".nav-logo:hover .nl-t{transform:translateX(4px)}"""
logo_audit_refs.json	1665	"""text"": ""<a href=\""/tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1670	"""text"": ""<img class=\""nav-logo-img logo-on-dark\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1675	"""text"": ""<img class=\""nav-logo-img logo-on-light\"" src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1680	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1690	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1705	"""text"": ""<link rel=\""icon\"" href=\""/favicon.svg?v=2\"" type=\""image/svg+xml\"">"""
logo_audit_refs.json	1710	"""text"": ""<link rel=\""icon\"" href=\""/favicon-32.png?v=2\"" sizes=\""32x32\"">"""
logo_audit_refs.json	1715	"""text"": ""<link rel=\""apple-touch-icon\"" href=\""/apple-touch-icon.png?v=2\"">"""
logo_audit_refs.json	1720	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1725	"""text"": "".nav-logo-img{display:block;height:52px;width:auto}"""
logo_audit_refs.json	1730	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1735	"""text"": "".nav-logo:hover .nl-z{transform:translateX(-4px)}"""
logo_audit_refs.json	1740	"""text"": "".nav-logo:hover .nl-y{transform:translateY(-4px)}"""
logo_audit_refs.json	1745	"""text"": "".nav-logo:hover .nl-t{transform:translateX(4px)}"""
logo_audit_refs.json	1750	"""text"": "".nav-logo{animation:logo-in .8s .9s both}"""
logo_audit_refs.json	1755	"""text"": ""<a href=\""/tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1760	"""text"": ""<img class=\""nav-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1765	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
logo_audit_refs.json	1770	"""text"": ""<meta property=\""og:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1775	"""text"": ""<meta name=\""twitter:image\"" content=\""https://www.vorqaglobal.com/og-default.png\"">"""
logo_audit_refs.json	1780	"""text"": ""{\""@context\"":\""https://schema.org\"",\""@type\"":\""BlogPosting\"",\""headline\"":\""Beton Santrali Kapasitesi Nasıl Doğru Hesaplanır? Adım Adım Metodoloji\"",\""datePublished\"":\""2026-05-10T08:00:00+03:00\"",\""author\"":{\""@type\"":\""Person\"",\""name\"":\""Mira\"",\""jobTitle\"":\""Vorqa Global AI Editörü\""},\""publisher\"":{\""@type\"":\""Organization\"",\""name\"":\""Vorqa Global\"",\""url\"":\""https://www.vorqaglobal.com\""},\""mainEntityOfPage\"":{\""@type\"":\""WebPage\"",\""@id\"":\""https://www.vorqaglobal.com/tr/akademi/beton-santrali-kapasite-hesaplama-2026-05-10/\""},\""image\"":\""https://www.vorqaglobal.com/og-default.png\"",\""description\"":\""Q = P / (T × η × f) formülüyle beton santrali kapasitesi hesaplama. η=0.82 Vorqa standardı, iklim ve irtifa düzeltme faktörleri. ACI 304R-00 referanslı.\""}"""
logo_audit_refs.json	1785	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1790	"""text"": ""<a href=\""/tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1795	"""text"": ""<img src=\""/brand_assets/vorqa_amblem_white.png\"" alt=\""\"" width=\""20\"" height=\""20\"" style=\""display:block;flex-shrink:0\"">"""
logo_audit_refs.json	1815	"""text"": "".nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}"""
logo_audit_refs.json	1820	"""text"": "".foot-logo-img{display:block;height:40px;width:auto}"""
logo_audit_refs.json	1825	"""text"": ""<a href=\""../tr/\"" class=\""nav-logo\"">"""
logo_audit_refs.json	1830	"""text"": ""<img src=\""/brand_assets/vorqa_logo_main_cropped.png\"" alt=\""Vorqa Global\"" style=\""display:block;height:40px;width:auto\"">"""
logo_audit_refs.json	1835	"""text"": ""<img class=\""foot-logo-img\"" src=\""/brand_assets/vorqa_logo_white_cropped.png\"" alt=\""Vorqa Global\"">"""
ar\index.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
ar\index.html	25	"<link rel=""icon"" href=""/favicon.svg?v=2"" type=""image/svg+xml"">"
ar\index.html	26	"<link rel=""icon"" href=""/favicon-32.png?v=2"" sizes=""32x32"">"
ar\index.html	27	"<link rel=""apple-touch-icon"" href=""/apple-touch-icon.png?v=2"">"
ar\index.html	121	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none;cursor:pointer}
ar\index.html	122	.nav-logo-img{display:block;height:52px;width:auto}
ar\index.html	123	.foot-logo-img{display:block;height:40px;width:auto}
ar\index.html	129	.nav-logo:hover .nl-z{transform:translateX(-4px)}
ar\index.html	130	.nav-logo:hover .nl-y{transform:translateY(-4px)}
